Time,Channel A,Channel B,Channel C
(us),(V),(V),(V)

4.69199981,0.00000000,0.00000000,0.00000000
4.69599981,0.00000000,0.00000000,0.00000000
4.69999981,0.00000000,0.00000000,0.00000000
4.70399981,0.00000000,0.00000000,0.00000000
4.70799981,0.00000000,0.00000000,0.00000000
4.71199981,-0.01611713,0.00000000,0.00000000
4.71599981,0.00000000,0.00000000,0.00000000
4.71999981,0.00000000,0.00000000,0.00000000
4.72399981,0.00000000,0.00000000,0.00000000
4.72799981,0.00000000,0.00000000,0.00000000
4.73199981,0.00000000,0.00000000,0.00000000
4.73599981,0.00000000,0.00000000,0.00000000
4.73999981,0.00000000,0.00000000,0.00000000
4.74399981,0.00000000,0.00000000,0.00000000
4.74799981,0.00000000,0.00000000,0.00000000
4.75199981,0.00000000,0.00000000,0.00000000
4.75599981,0.00000000,0.00000000,0.00000000
4.75999981,0.00000000,0.00000000,0.00000000
4.76399981,0.00000000,0.00000000,0.00000000
4.76799981,0.00000000,0.00000000,0.00000000
4.77199981,0.00000000,0.00000000,0.00000000
4.77599981,-0.01611713,0.00000000,0.00000000
4.77999981,0.00000000,0.00000000,0.00000000
4.78399981,0.00000000,0.00000000,0.00000000
4.78799981,0.00000000,0.00000000,0.00000000
4.79199981,0.00000000,0.00000000,0.00000000
4.79599981,0.00000000,0.01605561,0.00000000
4.79999981,0.00000000,0.00000000,0.00000000
4.80399981,0.00000000,0.00000000,0.00000000
4.80799981,0.00000000,0.00000000,0.00000000
4.81199981,0.00000000,0.00000000,0.00000000
4.81599981,0.00000000,0.00000000,0.01605561
4.81999981,0.00000000,0.00000000,0.00000000
4.82399981,0.00000000,0.00000000,0.00000000
4.82799981,-0.01611713,0.00000000,0.00000000
4.83199981,0.00000000,0.00000000,0.00000000
4.83599981,0.00000000,0.00000000,0.00000000
4.83999981,0.00000000,0.00000000,0.00000000
4.84399981,0.00000000,0.00000000,0.00000000
4.84799981,0.00000000,0.00000000,0.00000000
4.85199981,0.00000000,0.00000000,0.00000000
4.85599981,-0.01611713,0.00000000,0.00000000
4.85999981,0.00000000,0.00000000,0.00000000
4.86399981,0.00000000,0.00000000,0.00000000
4.86799981,0.00000000,0.00000000,0.00000000
4.87199981,0.00000000,0.00000000,0.00000000
4.87599981,0.00000000,0.01605561,0.00000000
4.87999981,-0.01611713,0.00000000,0.00000000
4.88399981,0.00000000,0.00000000,0.00000000
4.88799981,-0.01611713,0.00000000,0.00000000
4.89199981,0.00000000,0.00000000,0.00000000
4.89599981,0.00000000,0.00000000,0.00000000
4.89999981,0.00000000,0.00000000,0.00000000
4.90399981,-0.01611713,0.00000000,0.00000000
4.90799981,0.00000000,0.00000000,0.00000000
4.91199981,0.00000000,0.00000000,0.00000000
4.91599981,0.00000000,0.00000000,0.00000000
4.91999981,0.00000000,0.00000000,0.00000000
4.92399981,0.00000000,0.00000000,0.00000000
4.92799981,0.00000000,0.00000000,0.00000000
4.93199981,0.00000000,0.00000000,0.00000000
4.93599981,0.00000000,0.00000000,0.00000000
4.93999981,0.00000000,0.00000000,0.00000000
4.94399981,-0.01611713,0.00000000,0.00000000
4.94799980,0.00000000,0.01605561,0.00000000
4.95199980,0.00000000,0.00000000,0.00000000
4.95599980,-0.01611713,0.00000000,0.00000000
4.95999980,0.00000000,0.00000000,0.00000000
4.96399980,0.00000000,0.00000000,0.00000000
4.96799980,0.00000000,0.00000000,0.00000000
4.97199980,0.00000000,0.00000000,0.00000000
4.97599980,0.00000000,0.00000000,0.00000000
4.97999980,0.00000000,0.01605561,0.00000000
4.98399980,-0.01611713,0.00000000,0.00000000
4.98799980,0.00000000,0.00000000,0.00000000
4.99199980,0.00000000,0.00000000,0.00000000
4.99599980,0.00000000,0.00000000,0.00000000
4.99999980,0.00000000,0.00000000,0.00000000
5.00399980,0.00000000,0.00000000,0.00000000
5.00799980,0.00000000,0.00000000,0.00000000
